id,cnt,center,bar_class,fill,nearest_x_label,nearest_y_label,text,type
0,"[[[443  44]]

 [[443 411]]

 [[466 411]]

 [[466  44]]]","(454, 227)",-,-,12,4500,-,bar
1,"[[[467  50]]

 [[467 412]]

 [[466 413]]

 [[443 413]]

 [[467 413]]]","(479, 231)",-,-,12,4500,-,bar
2,"[[[499  52]]

 [[499 413]]

 [[522 413]]

 [[522  52]]]","(510, 232)",-,-,13,4500,-,bar
3,"[[[555 129]]

 [[555 411]]

 [[577 411]]

 [[577 129]]]","(566, 270)",-,-,14,3500,-,bar
4,"[[[578 132]]

 [[578 412]]

 [[577 413]]

 [[555 413]]

 [[578 413]]]","(589, 272)",-,-,14,3500,-,bar
5,"[[[387 145]]

 [[387 411]]

 [[410 411]]

 [[410 145]]]","(398, 278)",-,-,11,3500,-,bar
6,"[[[386 147]]

 [[386 413]]

 [[410 413]]

 [[387 413]]

 [[386 412]]]","(398, 280)",-,-,11,3500,-,bar
7,"[[[163 174]]

 [[163 413]]

 [[186 413]]

 [[186 174]]]","(174, 293)",-,-,7,3000,-,bar
8,"[[[219 199]]

 [[219 411]]

 [[242 411]]

 [[242 199]]]","(230, 305)",-,-,8,1500,-,bar
9,"[[[218 202]]

 [[218 413]]

 [[242 413]]

 [[219 413]]

 [[218 412]]]","(230, 307)",-,-,8,1500,-,bar
10,"[[[611 238]]

 [[611 411]]

 [[633 411]]

 [[633 238]]]","(622, 324)",-,-,15,2000,-,bar
11,"[[[634 242]]

 [[634 412]]

 [[633 413]]

 [[611 413]]

 [[634 413]]]","(645, 327)",-,-,15,2000,-,bar
12,"[[[331 248]]

 [[331 411]]

 [[354 411]]

 [[354 248]]]","(342, 329)",-,-,10,2000,-,bar
13,"[[[330 252]]

 [[330 413]]

 [[354 413]]

 [[331 413]]

 [[330 412]]]","(342, 332)",-,-,10,2000,-,bar
14,"[[[275 269]]

 [[275 411]]

 [[298 411]]

 [[298 269]]]","(286, 340)",-,-,9,2000,-,bar
15,"[[[274 274]]

 [[274 413]]

 [[298 413]]

 [[275 413]]

 [[274 412]]]","(286, 343)",-,-,9,2000,-,bar
16,"[[[667 326]]

 [[667 411]]

 [[689 411]]

 [[689 326]]]","(678, 368)",-,-,16,1000,-,bar
17,"[[[690 330]]

 [[690 412]]

 [[689 413]]

 [[667 413]]

 [[690 413]]]","(701, 371)",-,-,16,1000,-,bar
18,"[[[107 340]]

 [[107 413]]

 [[130 413]]

 [[130 340]]]","(118, 376)",-,-,6,1000,-,bar
19,"[[[723 377]]

 [[723 402]]

 [[745 402]]

 [[745 377]]]","(734, 389)",-,-,17,500,-,bar
20,"[[[779 402]]

 [[779 403]]

 [[801 403]]

 [[801 402]]]","(790, 402)",-,-,18,0,-,bar
21,"[[[723 404]]

 [[723 411]]

 [[745 411]]

 [[745 404]]]","(734, 407)",-,-,17,0,-,bar
22,"[[[779 405]]

 [[779 411]]

 [[801 411]]

 [[801 405]]]","(790, 408)",-,-,18,0,-,bar
23,"[[[835 410]]

 [[835 413]]

 [[857 413]]

 [[857 410]]]","(846, 411)",-,-,19,0,-,bar
