id,cnt,center,bar_class,fill,nearest_x_label,nearest_y_label,text,type
0,"[[[785  73]]

 [[785 596]]

 [[812 596]]

 [[812  73]]]","(798, 334)",Without ASR N-Best Information,[209  80   0],Ceiling,85,-,bar
1,"[[[819  74]]

 [[819 596]]

 [[844 596]]

 [[844  74]]]","(831, 335)",With ASR N-Best Information,[  0   0 127],Ceiling,85,-,bar
2,"[[[473 204]]

 [[473 596]]

 [[499 596]]

 [[499 204]]]","(486, 400)",With ASR N-Best Information,[  0   0 127],|n02,75,-,bar
3,"[[[704 205]]

 [[704 596]]

 [[729 596]]

 [[729 205]]]","(716, 400)",With ASR N-Best Information,[  0   0 127],IncK,75,-,bar
4,"[[[588 207]]

 [[588 596]]

 [[614 596]]

 [[614 207]]]","(601, 401)",With ASR N-Best Information,[  0   0 127],|nc3,75,-,bar
5,"[[[358 211]]

 [[358 596]]

 [[383 596]]

 [[383 211]]]","(370, 403)",With ASR N-Best Information,[  0   0 127],|nc1,75,-,bar
6,"[[[243 242]]

 [[243 596]]

 [[268 596]]

 [[268 242]]]","(255, 419)",With ASR N-Best Information,[  0   0 127],InCO,70,-,bar
7,"[[[670 285]]

 [[670 596]]

 [[697 596]]

 [[697 285]]]","(683, 440)",Without ASR N-Best Information,[209  80   0],IncK,65,-,bar
8,"[[[555 286]]

 [[555 596]]

 [[582 596]]

 [[582 287]]

 [[581 286]]]","(568, 441)",Without ASR N-Best Information,[209  80   0],|nc3,65,-,bar
9,"[[[439 287]]

 [[439 596]]

 [[467 596]]

 [[467 287]]]","(453, 441)",-,-,|n02,65,-,bar
10,"[[[324 288]]

 [[324 596]]

 [[351 596]]

 [[351 288]]]","(337, 442)",Without ASR N-Best Information,[209  80   0],|nc1,65,-,bar
11,"[[[209 297]]

 [[209 596]]

 [[236 596]]

 [[236 297]]]","(222, 446)",Without ASR N-Best Information,[209  80   0],InCO,65,-,bar
12,"[[[ 94 330]]

 [[ 94 596]]

 [[121 596]]

 [[121 330]]]","(107, 463)",Without ASR N-Best Information,[209  80   0],Semi-Random,65,-,bar
13,"[[[127 331]]

 [[127 596]]

 [[153 596]]

 [[153 331]]]","(140, 463)",With ASR N-Best Information,[  0   0 127],Semi-Random,65,-,bar
14,"[[[276  97]]

 [[276 117]]

 [[277 118]]

 [[329 118]]

 [[329  97]]]","(302, 107)",-,"(214, 214, 214)",-,-,Without ASR N-Best Information,legend
15,"[[[277 127]]

 [[277 146]]

 [[329 146]]

 [[329 127]]]","(303, 136)",-,"(0, 0, 127)",-,-,With ASR N-Best Information,legend
