id,cnt,center,bar_class,fill,nearest_x_label,nearest_y_label,text,type
0,"[[[693  57]]

 [[692  58]]

 [[692 646]]

 [[739 646]]

 [[739  58]]

 [[738  57]]]","(716, 351)",-,-,fi,500k,-,bar
1,"[[[638 357]]

 [[638 646]]

 [[684 646]]

 [[684 357]]]","(661, 501)",-,-,de,300k,-,bar
2,"[[[584 380]]

 [[583 381]]

 [[583 646]]

 [[630 646]]

 [[630 381]]

 [[629 380]]]","(607, 513)",-,-,da,300k,-,bar
3,"[[[529 393]]

 [[528 394]]

 [[528 646]]

 [[575 646]]

 [[575 394]]

 [[574 393]]]","(552, 519)",-,-,SV,200k,-,bar
4,"[[[474 467]]

 [[474 646]]

 [[521 646]]

 [[521 467]]]","(497, 556)",-,-,nl,200k,-,bar
5,"[[[419 494]]

 [[419 646]]

 [[466 646]]

 [[466 494]]]","(442, 570)",-,-,el,200k,-,bar
6,"[[[310 535]]

 [[310 646]]

 [[357 646]]

 [[357 535]]]","(333, 590)",-,-,es,100k,-,bar
7,"[[[365 535]]

 [[365 646]]

 [[411 646]]

 [[411 535]]]","(388, 590)",-,-,pt,100k,-,bar
8,"[[[256 549]]

 [[255 550]]

 [[255 646]]

 [[302 646]]

 [[302 549]]]","(279, 597)",-,-,. _I,100k,-,bar
9,"[[[201 570]]

 [[201 646]]

 [[248 646]]

 [[248 571]]

 [[247 570]]]","(224, 608)",-,-,fr,100k,-,bar
10,"[[[147 596]]

 [[146 597]]

 [[146 646]]

 [[193 646]]

 [[193 596]]]","(170, 621)",-,-,en,100k,-,bar
